ＥＤＩＮＥＴコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード,提出者法人番号
E10666,個人（組合発行者を除く）,,,,,池田　康廣,,イケダ　ヤスヒロ,,個人（組合発行者を除く）,,
E10668,個人（組合発行者を除く）,,,,,梶山　龍誠,,カジヤマ　リュウセイ,,個人（組合発行者を除く）,,
E10670,内国法人・組合（有価証券報告書等の提出義務者以外）,,,,,シンプレクス・アセット・マネジメント株式会社,,シンプレクスアセットマネジメントカブシキカイシャ,千代田区丸の内１―５―１,内国法人・組合（有価証券報告書等の提出義務者以外）,,2010001066608
E10671,内国法人・組合（有価証券報告書等の提出義務者以外）,,,10,,寺浦興産株式会社,,テラウラコウサンカブシキカイシャ,宝塚市栄町１丁目１２番２８号,内国法人・組合（有価証券報告書等の提出義務者以外）,,4140001081798
E10675,個人（組合発行者を除く）,,,,,折田　譲治,,オリタ　ジョウジ,,個人（組合発行者を除く）,,
E10677,内国法人・組合（有価証券報告書等の提出義務者以外）,,,2000,,アセットマネジメントＯｎｅ株式会社,,アセットマネジメントワンカブシキカイシャ,千代田区丸の内一丁目８番２号,内国法人・組合（有価証券報告書等の提出義務者以外）,,9010001021473
E10679,個人（組合発行者を除く）,,,,,日比野　宏明,,ヒビノ　ヒロアキ,,個人（組合発行者を除く）,,
E10685,個人（組合発行者を除く）,,,,,浦上　壮平,,ウラカミ　ソウヘイ,,個人（組合発行者を除く）,,
E10694,個人（組合発行者を除く）,,,,,内藤裕紀,,ナイトウユウキ,,個人（組合発行者を除く）,,
E10695,個人（組合発行者を除く）,,,,,吉村　慎吾,,ヨシムラ　シンゴ,,個人（組合発行者を除く）,,
E10697,個人（組合発行者を除く）,,,,,新留幸二,,シントメコウジ,,個人（組合発行者を除く）,,
E10698,個人（組合発行者を除く）,,,,,佐藤明彦,,サトウアキヒコ,,個人（組合発行者を除く）,,
E10709,個人（組合発行者を除く）,,,,,粟田　貴也,,アワタ　タカヤ,,個人（組合発行者を除く）,,
E10710,外国法人・組合（有価証券報告書等の提出義務者以外）,,,74,,ユナイテッド・マネージャーズ・ジャパン株式会社,,ユナイテッドマネージャーズジャパンカブシキカイシャ,東京都港区赤坂５－４－１５ＡＲＡ赤坂ビル４階,外国法人・組合（有価証券報告書等の提出義務者以外）,,3010401056026
E10717,内国法人・組合（有価証券報告書等の提出義務者以外）,,,53,,株式会社小松安弘興産,,カブシキガイシャコマツヤスヒロコウサン,港区赤坂一丁目１１番１２号,内国法人・組合（有価証券報告書等の提出義務者以外）,,3010401067618
E10725,個人（組合発行者を除く）,,,,,上田　満弘,,ウエダ　ミツヒロ,,個人（組合発行者を除く）,,
E10734,個人（組合発行者を除く）,,,,,青木　保外志,,アオキ　ヤストシ,,個人（組合発行者を除く）,,
E10735,個人（組合発行者を除く）,,,,,青木　桂生,,アオキ　ケイセイ,,個人（組合発行者を除く）,,
E10737,内国法人・組合,上場,無,1000,5月20日,株式会社クスリのアオキホールディングス,"KUSURI NO AOKI HOLDINGS CO., LTD.",カブシキガイシャクスリノアオキホールディングス,白山市松本町２５１２番地,小売業,35490,9220002009323
E10740,個人（組合発行者を除く）,,,,,水谷　大介,,ミズタニ　ダイスケ,,個人（組合発行者を除く）,,
E10744,内国法人・組合（有価証券報告書等の提出義務者以外）,,,360,,株式会社泉興産,,カブシキカイシャイズミコウサン,中央区月島４－１６－１３,内国法人・組合（有価証券報告書等の提出義務者以外）,,5080101012584
E10745,個人（組合発行者を除く）,,,,,漆原茂,,ウルシバラシゲル,,個人（組合発行者を除く）,,
E10747,個人（組合発行者を除く）,,,,,高橋敬一,,タカハシケイイチ,,個人（組合発行者を除く）,,
E10749,外国法人・組合（有価証券報告書等の提出義務者以外）,,,75,,オールドミル　ピーティーワイ　リミテッド,,オールドミル　ピーティーワイ　リミテッド,４－１０　ブリッジ　ストリート、　ピンブル　ニューサウスウェルズ　２０７３　オーストラリア,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E10767,内国法人・組合（有価証券報告書等の提出義務者以外）,,,0,,大阪市,,オオサカシ,大阪市北区中之島１丁目３番２０号,内国法人・組合（有価証券報告書等の提出義務者以外）,,6000020271004
E10768,個人（組合発行者を除く）,,,,,中林　代次郎,,ナカバヤシ　ダイジロウ,,個人（組合発行者を除く）,,
E10778,個人（組合発行者を除く）,,,,,田島　治子,,タジマ　ハルコ,,個人（組合発行者を除く）,,
E10782,個人（組合発行者を除く）,,,,,川路　耕一,,カワジ　コウイチ,,個人（組合発行者を除く）,,
E10794,個人（組合発行者を除く）,,,,,石井　浩,,イシイ　ヒロシ,,個人（組合発行者を除く）,,
E10798,個人（組合発行者を除く）,,,,,小野孝次,,オノタカツグ,,個人（組合発行者を除く）,,
E10799,個人（組合発行者を除く）,,,,,林　英一,,ハヤシ　エイイチ,,個人（組合発行者を除く）,,
E10801,個人（組合発行者を除く）,,,,,安藤多喜夫,,アンドウタキオ,,個人（組合発行者を除く）,,
E10802,内国法人・組合,非上場,無,62149,3月末日,モルガン・スタンレーＭＵＦＧ証券株式会社,,モルガンスタンレーエムユーエフジーショウケンカブシキガイシャ,千代田区大手町一丁目９番７号大手町フィナンシャルシティサウスタワー,証券、商品先物取引業,,2011001046046
E10803,内国法人・組合（有価証券報告書等の提出義務者以外）,,,300,,ラザード・ジャパン・アセット・マネージメント株式会社,,ラザードジャパンアセットマネージメントカブシキガイシャ,港区赤坂二丁目１１番７号赤坂ツインタワー（ＡＴＴ）新館７階,内国法人・組合（有価証券報告書等の提出義務者以外）,,8010401058901
E10807,個人（組合発行者を除く）,,,,,加藤　博敏,,カトウ　ヒロトシ,,個人（組合発行者を除く）,,
E10813,個人（組合発行者を除く）,,,,,中野　敏光,,ナカノ　トシミツ,,個人（組合発行者を除く）,,
E10817,内国法人・組合（有価証券報告書等の提出義務者以外）,,,10,,株式会社バイオン,,カブシキカイシャバイオン,福岡市博多区博多駅東１丁目１３番９号,内国法人・組合（有価証券報告書等の提出義務者以外）,,8290001001969
E10829,個人（組合発行者を除く）,,,,,三橋　鉄也,,ミツハシ　テツヤ,,個人（組合発行者を除く）,,
E10830,個人（組合発行者を除く）,,,,,三橋信也,,ミツハシシンヤ,,個人（組合発行者を除く）,,
E10831,内国法人・組合（有価証券報告書等の提出義務者以外）,,,3,,アムスグループホールディングス有限会社,,アムスグループホールディングスユウゲンガイシャ,渋谷区松濤１丁目１４番３号,内国法人・組合（有価証券報告書等の提出義務者以外）,,4011001100032
E10832,個人（組合発行者を除く）,,,,,篠原　欣子,,シノハラ　ヨシコ,,個人（組合発行者を除く）,,
E10840,個人（組合発行者を除く）,,,,,塩井　辰男,,シオイ　タツオ,,個人（組合発行者を除く）,,
E10842,内国法人・組合（有価証券報告書等の提出義務者以外）,,,3,,有限会社ジースリー,,ユウゲンガイシャジースリー,千代田区鍛冶町二丁目７番１２号　共和ビル２Ｆ,内国法人・組合（有価証券報告書等の提出義務者以外）,,3010002048819
E10845,内国法人・組合（有価証券報告書等の提出義務者以外）,,,72728,,ドイツ証券株式会社,,ドイツショウケンカブシキガイシャ,千代田区永田町二丁目１１番１号　山王パークタワー,内国法人・組合（有価証券報告書等の提出義務者以外）,,7010001094546
E10850,外国法人・組合（有価証券報告書等の提出義務者以外）,,,180,,コロンビア・ワンガー・アセット・マネジメント・エルエルシー,,コロンビアワンガーアセットマネジメントエルエルシー,アメリカ合衆国６０６０６イリノイ州シカゴ市ウェスト・モンロー・ストリート２２７スイート３０００,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E10866,内国法人・組合（有価証券報告書等の提出義務者以外）,,,300,,オリックス・キャピタル株式会社,,オリックスキャピタル,港区浜松町２丁目４番１号,内国法人・組合（有価証券報告書等の提出義務者以外）,,2010401041953
E10867,個人（組合発行者を除く）,,,,,松田　芳久,,マツダ　ヨシヒサ,,個人（組合発行者を除く）,,
E10870,個人（組合発行者を除く）,,,,,小方　功,,オガタ　イサオ,,個人（組合発行者を除く）,,
E10873,個人（組合発行者を除く）,,,,,佐藤良雄,,サトウヨシオ,,個人（組合発行者を除く）,,
E10875,内国法人・組合（有価証券報告書等の提出義務者以外）,,,100,,株式会社データ・アート,,カブシキガイシャデータアート,渋谷区東１－３２－１２,内国法人・組合（有価証券報告書等の提出義務者以外）,,1011001039711
E10884,内国法人・組合（有価証券報告書等の提出義務者以外）,,,100,,日本産業パートナーズ株式会社,,ニホンサンギョウパートナーズカブシキガイシャ,千代田区丸の内二丁目１番１号,内国法人・組合（有価証券報告書等の提出義務者以外）,,8010001094082
E10885,個人（組合発行者を除く）,,,,,新川　隆丈,,ニイカワ　タカトモ,,個人（組合発行者を除く）,,
E10887,内国法人・組合（有価証券報告書等の提出義務者以外）,,,62,,キルロイ興産株式会社,,キルロイコウサンカブシキカイシャ,福岡市博多区那珂３丁目２８番５号,内国法人・組合（有価証券報告書等の提出義務者以外）,,3290001011816
E10888,個人（組合発行者を除く）,,,,,代永衛,,ヨナガマモリ,,個人（組合発行者を除く）,,
E10900,個人（組合発行者を除く）,,,,,中村　敬,,ナカムラ　タカシ,,個人（組合発行者を除く）,,
E10902,個人（組合発行者を除く）,,,,,金井　孟,,カナイ　タケシ,,個人（組合発行者を除く）,,
E10903,個人（組合発行者を除く）,,,,,小堀　元裕,,コボリモトヒロ,,個人（組合発行者を除く）,,
E10905,個人（組合発行者を除く）,,,,,滝西　竜子,,タキニシ　リョウコ,,個人（組合発行者を除く）,,
E10906,個人（組合発行者を除く）,,,,,堂山道生,,ドウヤマミチオ,,個人（組合発行者を除く）,,
E10913,個人（組合発行者を除く）,,,,,水谷　軍司,,ミズタニ　グンジ,,個人（組合発行者を除く）,,
E10933,個人（組合発行者を除く）,,,,,目黒　俊治,,メグロ　シュンジ,,個人（組合発行者を除く）,,
E10936,内国法人・組合,上場,有,2961,12月31日,株式会社マーキュリアインベストメント,,カブシキガイシャマーキュリアインベストメント,千代田区内幸町一丁目３番３号内幸町ダイビル,証券、商品先物取引業,71900,2010001126667
E10951,外国法人・組合（有価証券報告書等の提出義務者以外）,,,4,,ファースト・インダストリーズ・コープ,,ファーストインダストリーズコープ,イギリス領バージン諸島トルトラ島、ウィッカムス　カイ　アイ　ロードタウン、バンタープールプラザ２階,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E10955,内国法人・組合（有価証券報告書等の提出義務者以外）,,,3000,,双日プラネット株式会社,,ソウジツプラネットカブシキカイシャ,大阪市北区梅田三丁目３番１０号,内国法人・組合（有価証券報告書等の提出義務者以外）,,7120001080106
E10958,個人（組合発行者を除く）,,,,,中村　利江,,ナカムラ　トシエ,,個人（組合発行者を除く）,,
E10960,個人（組合発行者を除く）,,,,,沼田　昭二,,ヌマタ　ショウジ,,個人（組合発行者を除く）,,
E10966,個人（組合発行者を除く）,,,,,松村　明,,マツムラ　アキラ,,個人（組合発行者を除く）,,
E10968,個人（組合発行者を除く）,,,,,道林　昌彦,,ドウリン　マサヒコ,,個人（組合発行者を除く）,,
E10969,内国法人・組合（有価証券報告書等の提出義務者以外）,,,3,,有限会社　啓尚企画,,ユウゲンガイシャ　ケイショウキカク,目黒区碑文谷三丁目８番１号,内国法人・組合（有価証券報告書等の提出義務者以外）,,3013202008385
E10980,個人（組合発行者を除く）,,,,,松嶋　良治,,マツシマ　ヨシハル,,個人（組合発行者を除く）,,
E10982,個人（組合発行者を除く）,,,,,岡村　陽久,,オカムラ　ハルヒサ,,個人（組合発行者を除く）,,
E10985,個人（組合発行者を除く）,,,,,三島　美佐夫,,ミシマ　ミサオ,,個人（組合発行者を除く）,,
E10986,個人（組合発行者を除く）,,,,,兼元　謙任,,カネモト　カネトウ,,個人（組合発行者を除く）,,
E10988,個人（組合発行者を除く）,,,,,菅原　雅史,,スガワラ　マサシ,,個人（組合発行者を除く）,,
E10996,個人（組合発行者を除く）,,,,,西川　浩司,,ニシカワ　ヒロシ,,個人（組合発行者を除く）,,
E11001,個人（組合発行者を除く）,,,,,米今　政臣,,ヨネイマ　マサオミ,,個人（組合発行者を除く）,,
E11014,個人（組合発行者を除く）,,,,,前　俊守,,マエ　トシモリ,,個人（組合発行者を除く）,,
E11020,個人（組合発行者を除く）,,,,,大和田　豊,,オオワダ　ユタカ,,個人（組合発行者を除く）,,
E11021,個人（組合発行者を除く）,,,,,浅原　慎之輔,,アサハラ　シンノスケ,,個人（組合発行者を除く）,,
E11023,個人（組合発行者を除く）,,,,,佐藤　類,,サトウ　ルイ,,個人（組合発行者を除く）,,
E11024,個人（組合発行者を除く）,,,,,鍵山　秀三郎,,カギヤマ　ヒデサブロウ,,個人（組合発行者を除く）,,
E11027,内国法人・組合（有価証券報告書等の提出義務者以外）,,,78100,,クレディ・スイス証券株式会社,,クレディスイスショウケンカブシキカイシャ,港区六本木一丁目６番１号泉ガーデンタワー,内国法人・組合（有価証券報告書等の提出義務者以外）,,2010401059260
E11028,外国法人・組合（有価証券報告書等の提出義務者以外）,,,427919,,クレディ・スイス・セキュリティーズ（ヨーロッパ）リミテッド,,クレディスイスセキュリティーズヨーロッパリミテッド,英国　ロンドン　Ｅ１４　４ＱＪ、ワン・カボット・スクウェア,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E11029,外国法人・組合,非上場,有,463288,12月末日,クレディ・スイス・エイ・ジー,,クレディスイスエイジー,スイス国チューリッヒ、８００１、パラデプラッツ８番地,外国法人・組合,,
E11031,個人（組合発行者を除く）,,,,,根本　信男,,ネモト　ノブオ,,個人（組合発行者を除く）,,
E11034,内国法人・組合（有価証券報告書等の提出義務者以外）,,,10,,オーエス・ホールデイング株式会社,,オーエスホールデイング,港区港南４丁目１番１０号リバージュ品川１２０３号室,内国法人・組合（有価証券報告書等の提出義務者以外）,,9010401083106
E11040,個人（組合発行者を除く）,,,,,寺田　保信,,テラダ　ヤスノブ,,個人（組合発行者を除く）,,
E11041,個人（組合発行者を除く）,,,,,寺田　航平,,テラダ　コウヘイ,,個人（組合発行者を除く）,,
E11043,個人（組合発行者を除く）,,,,,平　邦雄,,タイラ　クニオ,,個人（組合発行者を除く）,,
E11046,個人（組合発行者を除く）,,,,,山田信彦,,ヤマダノブヒコ,,個人（組合発行者を除く）,,
E11048,内国法人・組合（有価証券報告書等の提出義務者以外）,,,2000,,鈴与商事株式会社,,スズヨショウジカブシキカイシャ,静岡市清水区入船町１１番１号,内国法人・組合（有価証券報告書等の提出義務者以外）,,1080001002318
E11060,個人（組合発行者を除く）,,,,,小髙　得央,,コタカ　ノリオ,,個人（組合発行者を除く）,,
E11074,個人（組合発行者を除く）,,,,,神澤邦雄,,カンザワクニオ,,個人（組合発行者を除く）,,
E11081,内国法人・組合（有価証券報告書等の提出義務者以外）,,,500,,株式会社ケーアイ・フレッシュアクセス,,カブシキカイシャケーアイフレッシュアクセス,中野区中央一丁目３８番１号,内国法人・組合（有価証券報告書等の提出義務者以外）,,9011201015892
E11086,個人（組合発行者を除く）,,,,,小川　雄也,,オガワ　ユウヤ,,個人（組合発行者を除く）,,
E11087,個人（組合発行者を除く）,,,,,小川　真也,,オガワ　シンヤ,,個人（組合発行者を除く）,,
E11088,個人（組合発行者を除く）,,,,,ルコンテ小川　珠里,,ルコンテオガワ　ジュリ,,個人（組合発行者を除く）,,
E11094,内国法人・組合（有価証券報告書等の提出義務者以外）,,,3,,有限会社あさしお,,ユウゲンガイシャアサシオ,大田区田園調布三丁目１２番８号,内国法人・組合（有価証券報告書等の提出義務者以外）,,4010802017641
E11098,個人（組合発行者を除く）,,,,,村上　勝照,,ムラカミカツテル,,個人（組合発行者を除く）,,
E11099,個人（組合発行者を除く）,,,,,米多比　昌治,,メタビ　ショウジ,,個人（組合発行者を除く）,,
E11108,内国法人・組合（有価証券報告書等の提出義務者以外）,,,0,,一般社団法人博政会,,イッパンシャダンホウジンハクセイカイ,豊島区目白一丁目３番１７号,内国法人・組合（有価証券報告書等の提出義務者以外）,,5011205001430
E11115,内国法人・組合（有価証券報告書等の提出義務者以外）,,,3,,有限会社サンヨー,,ユウゲンカイシャサンヨー,大阪市中央区谷町２丁目２番２０号大手前類第一ビル６階,内国法人・組合（有価証券報告書等の提出義務者以外）,,5120002013000
E11118,個人（組合発行者を除く）,,,,,田中邦裕,,タナカクニヒロ,,個人（組合発行者を除く）,,
E11119,内国法人・組合（有価証券報告書等の提出義務者以外）,,,100,,若光株式会社,,ワコウカブシキガイシャ,韮崎市旭町上條北割２３１４,内国法人・組合（有価証券報告書等の提出義務者以外）,,2090001011242
E11127,内国法人・組合（有価証券報告書等の提出義務者以外）,,,54,,東京産業洋紙株式会社,,トウキョウサンギョウヨウシカブシキガイシャ,中央区日本橋本石町四丁目６番７号日本橋日銀通りビル７階,内国法人・組合（有価証券報告書等の提出義務者以外）,,3010001061319
E11131,内国法人・組合（有価証券報告書等の提出義務者以外）,,,10,,ミノセラミックス商事株式会社,,ミノセラミックスショウジカブシキガイシャ,瑞浪市寺河戸町８６８番地,内国法人・組合（有価証券報告書等の提出義務者以外）,,3200001021922
E11137,個人（組合発行者を除く）,,,,,中浜　勇,,ナカハマ　イサム,,個人（組合発行者を除く）,,
E11142,内国法人・組合（有価証券報告書等の提出義務者以外）,,,1,,株式会社ヤタガラスホールディングス,,カブシキガイシャヤタガラスホールディングス,大阪市中央区高麗橋一丁目７番７－２３０７号,内国法人・組合（有価証券報告書等の提出義務者以外）,,1120001125972
E11143,個人（組合発行者を除く）,,,,,吉田　重久,,ヨシダシゲヒサ,,個人（組合発行者を除く）,,
E11145,個人（組合発行者を除く）,,,,,小池　信三,,コイケ　シンゾウ,,個人（組合発行者を除く）,,
E11147,個人（組合発行者を除く）,,,,,池谷保彦,,イケヤヤスヒコ,,個人（組合発行者を除く）,,
E11151,内国法人・組合（有価証券報告書等の提出義務者以外）,,,10,,光南商事株式会社,,コウナンショウジカブシキガイシャ,港区芝大門二丁目５番１号アルテビル芝大門,内国法人・組合（有価証券報告書等の提出義務者以外）,,6010401009781
E11152,個人（組合発行者を除く）,,,,,笠原　健治,,カサハラ　ケンジ,,個人（組合発行者を除く）,,
E11156,内国法人・組合（有価証券報告書等の提出義務者以外）,,,100,,有限会社トミーインシュアランス,,トミーインシュアランス,葛飾区立石７丁目９番１０号,内国法人・組合（有価証券報告書等の提出義務者以外）,,4011802005594
E11158,個人（組合発行者を除く）,,,,,河端伸一郎,,カワバタシンイチロウ,,個人（組合発行者を除く）,,
E11161,内国法人・組合（有価証券報告書等の提出義務者以外）,,,2500,,スパークス・アセット・マネジメント株式会社,,スパークスアセットマネジメントカブシキガイシャ,港区港南一丁目２番７０号品川シーズンテラス,内国法人・組合（有価証券報告書等の提出義務者以外）,,5010701017007
E11165,個人（組合発行者を除く）,,,,,鎌田　英哉,,カマダ　ヒデヤ,,個人（組合発行者を除く）,,
E11169,内国法人・組合（有価証券報告書等の提出義務者以外）,,,10,,日誠不動産株式会社,,ニッセイフドウサンカブシキガイシャ,東京都千代田区外神田二丁目１６番２号,内国法人・組合（有価証券報告書等の提出義務者以外）,,
E11171,個人（組合発行者を除く）,,,,,金親晋午,,カナオヤシンゴ,,個人（組合発行者を除く）,,
E11172,内国法人・組合（有価証券報告書等の提出義務者以外）,,,10,,株式会社Ｊ・Ｍ・Ｔ,,カブシキガイシャジェイエムティ,港区南麻布５丁目２番５－６０１号,内国法人・組合（有価証券報告書等の提出義務者以外）,,8010401055576
E11174,個人（組合発行者を除く）,,,,,一瀬　邦夫,,イチノセ　クニオ,,個人（組合発行者を除く）,,
E11184,個人（組合発行者を除く）,,,,,柿原　健晴,,カキハラ　ケンセイ,,個人（組合発行者を除く）,,
E11189,個人（組合発行者を除く）,,,,,水永　政志,,ミズナガ　マサシ,,個人（組合発行者を除く）,,
E11194,個人（組合発行者を除く）,,,,,遠藤　孝,,エンドウ　タカシ,,個人（組合発行者を除く）,,
E11197,個人（組合発行者を除く）,,,,,玉田　宏一,,タマダ　ヒロカズ,,個人（組合発行者を除く）,,
E11198,内国法人・組合（有価証券報告書等の提出義務者以外）,,,83616,,ゴールドマン・サックス証券株式会社,,ゴールドマンサックスショウケンカブシキガイシャ,港区六本木六丁目１０番１号　六本木ヒルズ森タワー,内国法人・組合（有価証券報告書等の提出義務者以外）,,9010401059056
E11201,個人（組合発行者を除く）,,,,,中村憲司,,ナカムラケンジ,,個人（組合発行者を除く）,,
E11210,内国法人・組合（有価証券報告書等の提出義務者以外）,,,40000,,富士フイルム株式会社,,フジフイルムカブシキガイシャ,港区西麻布２丁目２６番３０号,内国法人・組合（有価証券報告書等の提出義務者以外）,,2010401064789
E11213,個人（組合発行者を除く）,,,,,渡辺　章博,,ワタナベ　アキヒロ,,個人（組合発行者を除く）,,
E11215,個人（組合発行者を除く）,,,,,加藤　裕康,,カトウ　ヒロヤス,,個人（組合発行者を除く）,,
E11220,個人（組合発行者を除く）,,,,,三宅卓,,ミヤケスグル,,個人（組合発行者を除く）,,
E11221,内国法人・組合（有価証券報告書等の提出義務者以外）,,,3500,,新菱冷熱工業株式会社,,シンリョウレイネツコウギョウカブシキガイシャ,新宿区四谷２－４,内国法人・組合（有価証券報告書等の提出義務者以外）,,8011101010326
E11222,個人（組合発行者を除く）,,,,,分林　保弘,,ワケバヤシ　ヤスヒロ,,個人（組合発行者を除く）,,
E11224,外国法人・組合（有価証券報告書等の提出義務者以外）,,,22962,,マッケンジー・ファイナンシャル・コーポレーション,,マッケンジー　ファイナンシャル　コーポレーション,カナダ国オンタリオ州トロント、クィーン・ストリート・ウェスト１８０,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E11238,個人（組合発行者を除く）,,,,,長澤　信吾,,ナガサワ　シンゴ,,個人（組合発行者を除く）,,
E11241,個人（組合発行者を除く）,,,,,稲本　健一,,イナモト　ケンイチ,,個人（組合発行者を除く）,,
E11245,個人（組合発行者を除く）,,,,,浅田　剛治,,アサダ　タケハル,,個人（組合発行者を除く）,,
E11249,個人（組合発行者を除く）,,,,,堤　純也,,ツツミ　ジュンヤ,,個人（組合発行者を除く）,,
E11250,個人（組合発行者を除く）,,,,,國吉芳夫,,クニヨシヨシオ,,個人（組合発行者を除く）,,
E11251,内国法人・組合（有価証券報告書等の提出義務者以外）,,,2300,,株式会社サイカン,,カブシキカイシャサイカン,千代田区神田駿河台三丁目２番地,内国法人・組合（有価証券報告書等の提出義務者以外）,,6010001102557
E11254,個人（組合発行者を除く）,,,,,加藤和裕,,カトウカズヒロ,,個人（組合発行者を除く）,,
E11260,内国法人・組合（有価証券報告書等の提出義務者以外）,,,100,,日章興産株式会社,,ニッショウコウサンカブシキガイシャ,港区北青山一丁目３番６号,内国法人・組合（有価証券報告書等の提出義務者以外）,,7010401021744
E11265,個人（組合発行者を除く）,,,,,山本克彦,,ヤマモトカツヒコ,,個人（組合発行者を除く）,,
E11266,個人（組合発行者を除く）,,,,,田島　克洋,,タシマ　カツヒロ,,個人（組合発行者を除く）,,
E11267,内国法人・組合（有価証券報告書等の提出義務者以外）,,,50,,株式会社電通イノベーションパートナーズ,,カブシキガイシャデンツウイノベーションパートナーズ,港区東新橋１－８－１,内国法人・組合（有価証券報告書等の提出義務者以外）,,9010401085894
E11272,個人（組合発行者を除く）,,,,,井上　高志,,イノウエ　タカシ,,個人（組合発行者を除く）,,
E11277,個人（組合発行者を除く）,,,,,高橋　敏男,,タカハシ　トシオ,,個人（組合発行者を除く）,,
E11282,個人（組合発行者を除く）,,,,,笠岡恒三,,カサオカ　コウゾウ,,個人（組合発行者を除く）,,
E11286,個人（組合発行者を除く）,,,,,剣持　忠,,ケンモチ　タダシ,,個人（組合発行者を除く）,,
E11291,内国法人・組合（有価証券報告書等の提出義務者以外）,,,7064,,ＴＫＪ株式会社,,ティーケージェイカブシキカイシャ,港区赤坂五丁目２番２０号,内国法人・組合（有価証券報告書等の提出義務者以外）,,1010401016989
E11293,個人（組合発行者を除く）,,,,,葉田　順治,,ハダ　ジュンジ,,個人（組合発行者を除く）,,
E11294,内国法人・組合（有価証券報告書等の提出義務者以外）,,,,,株式会社エスティオ,,カブシキガイシャエスティオ,甲斐市竜地３０４９番地,内国法人・組合（有価証券報告書等の提出義務者以外）,,5090001000275
E11315,個人（組合発行者を除く）,,,,,高山　雅行,,タカヤマ　マサユキ,,個人（組合発行者を除く）,,
E11316,個人（組合発行者を除く）,,,,,新田　二郎,,ニッタ　ジロウ,,個人（組合発行者を除く）,,
E11322,外国法人・組合（有価証券報告書等の提出義務者以外）,,,0,,エリオット・インターナショナル・エルピー,,エリオットインターナショナルエルピー,英国ウエスト・インディーズ、ケイマン諸島、ジョージ・タウン、サウス・チャーチ・ストリート、ウグランド・ハウス、私書箱３０９、メープルズ・アンド・カルダー気付,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E11325,個人（組合発行者を除く）,,,,,小西　英樹,,コニシ　ヒデキ,,個人（組合発行者を除く）,,
E11326,個人（組合発行者を除く）,,,,,鈴木隆一,,スズキリュウイチ,,個人（組合発行者を除く）,,
E11328,個人（組合発行者を除く）,,,,,原田　義雄,,ハラダ　ヨシオ,,個人（組合発行者を除く）,,
E11341,個人（組合発行者を除く）,,,,,梅田弘之,,ウメダヒロユキ,,個人（組合発行者を除く）,,
E11348,内国法人・組合（有価証券報告書等の提出義務者以外）,,,250,,ベアリングス・ジャパン株式会社,,ベアリングスジャパンカブシキガイシャ,中央区京橋二丁目２番１号　京橋エドグラン,内国法人・組合（有価証券報告書等の提出義務者以外）,,3010001028755
E11352,個人（組合発行者を除く）,,,,,木村直樹,,キムラナオキ,,個人（組合発行者を除く）,,
E11356,内国法人・組合（有価証券報告書等の提出義務者以外）,,,47,,松本興産株式会社,,マツモトコウサンカブシキガイシャ,八尾市安中町３丁目１番２６号,内国法人・組合（有価証券報告書等の提出義務者以外）,,4122001020143
E11358,個人（組合発行者を除く）,,,,,髙橋　宣夫,,タカハシ　ノブオ,,個人（組合発行者を除く）,,
E11362,個人（組合発行者を除く）,,,,,日置勇二,,ヒオキユウジ,,個人（組合発行者を除く）,,
E11365,個人（組合発行者を除く）,,,,,青木　大一,,アオキ　ダイイチ,,個人（組合発行者を除く）,,
E11368,個人（組合発行者を除く）,,,,,伊地知　恭正,,イヂチ　ヤスマサ,,個人（組合発行者を除く）,,
E11372,個人（組合発行者を除く）,,,,,森川　徹治,,モリカワ　テツジ,,個人（組合発行者を除く）,,
E11384,個人（非居住者）（組合発行者を除く）,,,,,ルパート　イーストウッド,,ルパート　イーストウッド,,個人（非居住者）（組合発行者を除く）,,
E11385,個人（非居住者）（組合発行者を除く）,,,,,マーク　バージズ　ワトソン,,マーク　バージズ　ワトソン,,個人（非居住者）（組合発行者を除く）,,
E11387,個人（組合発行者を除く）,,,,,渡邉　靖司,,ワタナベ　ヤスシ,,個人（組合発行者を除く）,,
E11393,個人（組合発行者を除く）,,,,,上島　規男,,ウエシマ　ノリオ,,個人（組合発行者を除く）,,
E11395,個人（組合発行者を除く）,,,,,笹沼　泰助,,ササヌマ　タイスケ,,個人（組合発行者を除く）,,
E11396,個人（非居住者）（組合発行者を除く）,,,,,リチャード　フォルソム,,リチャード　フォルソム,,個人（非居住者）（組合発行者を除く）,,
E11398,個人（組合発行者を除く）,,,,,ブレット　ダンドイ,,ブレット　ダンドイ,,個人（組合発行者を除く）,,
E11399,個人（組合発行者を除く）,,,,,鳥越　慎二,,トリゴエ　シンジ,,個人（組合発行者を除く）,,
E11401,内国法人・組合（有価証券報告書等の提出義務者以外）,,,200,,太平ビルサービス株式会社,,タイヘイビルサービスカブシキガイシャ,新宿区西新宿６丁目２２番１号,内国法人・組合（有価証券報告書等の提出義務者以外）,,2011101012138
E11403,個人（組合発行者を除く）,,,,,下津　弘享,,シモツ　ヒロユキ,,個人（組合発行者を除く）,,
